0	1	14	2.324984
0	1	15	1.752988
0	1	2	1.462000
0	1	10	1.126901
0	1	11	0.983380
0	1	0	0.374128
0	1	8	0.239197
0	1	1	0.071970
0	1	5	-0.041458
0	1	18	-0.690460
0	1	3	-1.284713
0	1	19	-1.642889
0	1	6	-1.777707
0	1	9	-2.100454
0	1	4	-2.188878
0	1	7	-2.930353
0	1	13	-3.407369
0	1	12	-3.599479
0	1	16	-3.800977
0	1	17	-7.589631
0	2	7	1.731484
0	2	14	1.274042
0	2	1	0.794078
0	2	8	-0.063524
0	2	0	-0.597911
0	2	11	-0.779224
0	2	3	-0.907595
0	2	5	-1.313049
0	2	2	-1.753965
0	2	6	-2.108862
0	2	10	-3.611805
0	2	15	-4.116253
0	2	19	-4.277405
0	2	12	-4.369202
0	2	4	-4.507150
0	2	18	-4.569181
0	2	9	-5.861496
0	2	13	-8.893520
0	2	16	-9.614129
0	2	17	-10.686507
0	3	10	3.366915
0	3	3	3.141077
0	3	14	3.049904
0	3	18	2.972078
0	3	15	2.971021
0	3	6	2.540363
0	3	1	2.527725
0	3	19	1.522548
0	3	8	1.306465
0	3	5	1.094199
0	3	12	0.649574
0	3	13	0.200037
0	3	4	0.141536
0	3	0	0.008032
0	3	2	-1.110576
0	3	17	-1.396080
0	3	11	-1.916957
0	3	9	-2.000439
0	3	16	-2.093175
0	3	7	-4.275224
0	14	14	3.738397
0	14	50	3.040606
0	14	62	2.283619
0	14	51	2.046611
0	14	73	1.911900
0	14	74	1.621305
0	14	56	1.345101
0	14	54	1.337898
0	14	23	1.201786
0	14	57	1.159552
0	14	43	1.114590
0	14	65	1.111133
0	14	58	1.056773
0	14	31	1.026638
0	14	28	1.023966
0	14	37	1.005851
0	14	27	0.952625
0	14	39	0.949240
0	14	36	0.929142
0	14	22	0.710827
0	14	63	0.636987
0	14	42	0.564524
0	14	8	0.555527
0	14	26	0.416412
0	14	30	0.349619
0	14	18	0.288615
0	14	78	0.153032
0	14	11	0.144841
0	14	75	0.097692
0	14	21	0.047822
0	14	61	0.021768
0	14	45	-0.066670
0	14	76	-0.075962
0	14	52	-0.108558
0	14	53	-0.126670
0	14	40	-0.175618
0	14	48	-0.226711
0	14	3	-0.422514
0	14	71	-0.454401
0	14	25	-0.623259
0	14	64	-0.697185
0	14	38	-0.712188
0	14	34	-0.713288
0	14	70	-0.715788
0	14	72	-0.736554
0	14	55	-0.765633
0	14	66	-0.923362
0	14	44	-1.124125
0	14	20	-1.126566
0	14	29	-1.164683
0	14	69	-1.295161
0	14	77	-1.305279
0	14	24	-1.409504
0	14	32	-1.432983
0	14	41	-1.550393
0	14	85	-1.693961
0	14	49	-1.752641
0	14	35	-2.033819
0	14	47	-2.464072
0	14	79	-2.492522
0	14	46	-3.198235
0	14	33	-3.312965
0	14	16	-4.318712
0	15	50	2.227625
0	15	74	1.940256
0	15	62	1.372724
0	15	51	1.325224
0	15	28	1.276258
0	15	22	1.179118
0	15	37	1.154588
0	15	14	1.110629
0	15	8	0.959225
0	15	43	0.949036
0	15	63	0.948964
0	15	56	0.843568
0	15	52	0.832650
0	15	20	0.777664
0	15	26	0.752382
0	15	18	0.658814
0	15	27	0.642970
0	15	58	0.629996
0	15	54	0.541478
0	15	30	0.467345
0	15	25	0.443486
0	15	57	0.381838
0	15	65	0.369945
0	15	78	0.258699
0	15	73	0.114516
0	15	23	0.097798
0	15	21	0.064904
0	15	3	0.029378
0	15	36	0.011185
0	15	31	0.004196
0	15	72	-0.019246
0	15	55	-0.097775
0	15	64	-0.259405
0	15	35	-0.294063
0	15	45	-0.303898
0	15	42	-0.317734
0	15	24	-0.365406
0	15	66	-0.393396
0	15	39	-0.448626
0	15	53	-0.451364
0	15	61	-0.455544
0	15	48	-0.557038
0	15	77	-0.713132
0	15	46	-0.761001
0	15	76	-0.798539
0	15	40	-0.867401
0	15	85	-0.884198
0	15	32	-0.935183
0	15	49	-0.948727
0	15	34	-0.997644
0	15	47	-1.012708
0	15	29	-1.048483
0	15	38	-1.146201
0	15	70	-1.196198
0	15	44	-1.366853
0	15	75	-1.378446
0	15	69	-1.746229
0	15	71	-1.781851
0	15	11	-1.925118
0	15	41	-1.954690
0	15	16	-2.032784
0	15	79	-2.090447
0	15	33	-2.859518
0	16	50	4.793262
0	16	74	4.552679
0	16	51	4.401125
0	16	27	3.968658
0	16	62	3.530638
0	16	22	3.243820
0	16	58	3.045455
0	16	14	2.888458
0	16	26	2.541899
0	16	23	2.486011
0	16	37	2.327720
0	16	28	2.178277
0	16	63	2.037313
0	16	39	1.612191
0	16	54	1.564218
0	16	3	1.552290
0	16	36	1.352850
0	16	56	1.224210
0	16	52	1.090207
0	16	8	1.008477
0	16	43	0.999512
0	16	73	0.962091
0	16	30	0.592394
0	16	61	0.405009
0	16	45	0.270724
0	16	31	0.179796
0	16	57	0.090627
0	16	32	0.084930
0	16	66	-0.022600
0	16	65	-0.024592
0	16	20	-0.149185
0	16	25	-0.296943
0	16	72	-0.297573
0	16	53	-0.387859
0	16	18	-0.561967
0	16	35	-0.600510
0	16	55	-0.889619
0	16	34	-0.976344
0	16	78	-0.998811
0	16	21	-1.188086
0	16	48	-1.271592
0	16	85	-1.380790
0	16	64	-1.457475
0	16	47	-1.713886
0	16	42	-1.745703
0	16	40	-1.826710
0	16	77	-1.887283
0	16	24	-1.948548
0	16	46	-2.325750
0	16	11	-2.419207
0	16	38	-2.731553
0	16	29	-3.049138
0	16	16	-3.475860
0	16	49	-3.490687
0	16	69	-3.939104
