2	11
2	9
2	0
2	12
2	6
2	1
2	13
2	14
2	5
2	4
2	7
2	15
2	3
2	2
2	18
2	17
2	8
2	10
2	19
2	16
3	1
3	14
3	9
3	8
3	11
3	15
3	0
3	2
3	12
3	16
3	13
3	4
3	7
3	5
3	3
3	6
3	18
3	10
3	19
3	17
4	0
4	15
4	17
4	11
4	8
4	6
4	4
4	19
4	7
4	5
4	3
4	9
4	2
4	18
4	12
4	10
4	14
4	13
4	1
4	16
5	9
5	5
5	3
5	10
5	15
5	18
5	4
5	6
5	17
5	8
5	1
5	19
5	7
5	11
5	2
5	0
5	12
5	13
5	14
5	16
6	8
6	14
6	16
6	5
6	0
6	11
6	7
6	3
6	2
6	1
6	9
6	4
6	15
6	6
6	18
6	12
6	10
6	13
6	19
6	17
7	15
7	18
7	17
7	7
7	12
7	11
7	16
7	0
7	4
7	9
7	1
7	13
7	5
7	3
7	6
7	2
7	8
7	10
7	19
7	14
8	2
8	6
8	3
8	4
8	9
8	11
8	16
8	5
8	13
8	8
8	14
8	15
8	18
8	1
8	10
8	7
8	0
8	17
8	12
8	19
11	1
11	16
11	12
11	5
11	3
11	8
11	11
11	18
11	15
11	19
11	4
11	0
11	14
11	2
11	10
11	0
11	7
11	9
11	6
11	13
11	17
12	5
12	2
12	8
12	1
12	13
12	19
12	4
12	7
12	15
12	3
12	9
12	11
12	6
12	0
12	18
12	17
12	12
12	10
12	14
12	16
13	1
13	14
13	3
13	7
13	0
13	17
13	11
13	8
13	5
13	4
13	15
13	9
13	6
13	2
13	18
13	12
13	10
13	13
13	19
13	16
15	33
15	34
15	35
15	36
15	37
15	20
15	11
15	38
15	39
15	40
15	41
15	22
15	30
15	27
15	32
15	42
15	43
15	44
15	24
15	45
15	28
15	46
15	21
15	3
15	75
15	76
15	18
15	29
15	64
15	25
15	66
15	31
15	74
15	72
15	69
15	50
15	47
15	77
15	49
15	57
15	73
15	56
15	8
15	85
15	70
15	61
15	16
15	55
15	78
15	52
15	71
15	63
15	65
15	58
15	62
15	14
15	79
15	48
15	26
15	51
15	23
15	53
15	54
16	47
16	3
16	48
16	25
16	32
16	36
16	49
16	50
16	51
16	52
16	53
16	27
16	38
16	54
16	40
16	43
16	55
16	28
16	22
16	56
16	57
16	58
16	21
16	26
16	47
16	75
16	76
16	33
16	18
16	29
16	64
16	66
16	31
16	74
16	72
16	20
16	34
16	69
16	11
16	77
16	73
16	8
16	85
16	70
16	39
16	61
16	45
16	16
16	37
16	30
16	78
16	71
16	42
16	63
16	24
16	65
16	35
16	62
16	14
16	79
16	46
16	44
16	41
16	23
17	32
17	59
17	43
17	60
17	22
17	46
17	25
17	27
17	20
17	42
17	13
17	61
17	51
17	58
17	24
17	37
17	38
17	30
17	3
17	67
17	48
17	63
17	41
17	57
17	68
17	23
17	28
17	66
17	45
17	62
17	40
18	62
18	63
18	20
18	31
18	57
18	24
18	13
18	46
18	22
18	42
18	64
18	43
18	38
18	69
18	30
18	3
18	61
18	18
18	41
18	32
18	28
18	66
18	40
18	14
20	57
20	67
20	30
20	37
20	32
20	45
20	62
20	68
20	48
20	20
20	23
20	46
20	3
20	25
20	66
20	61
20	43
20	38
20	60
20	63
20	42
20	24
20	58
20	28
20	22
20	51
20	27
20	41
20	59
20	13
20	40
21	25
21	28
21	27
21	23
21	51
21	63
21	61
21	43
21	37
21	39
21	38
21	45
21	20
21	69
21	41
21	31
21	3
21	22
21	24
21	58
21	70
21	48
21	72
21	57
21	32
21	85
21	40
24	23
24	61
24	43
24	58
24	32
24	56
24	22
24	31
24	21
24	26
24	3
24	75
24	76
24	33
24	18
24	29
24	64
24	25
24	66
24	74
24	72
24	20
24	34
24	69
24	50
24	47
24	11
24	77
24	49
24	57
24	73
24	8
24	85
24	70
24	36
24	39
24	45
24	54
24	16
24	37
24	38
24	30
24	55
24	78
24	52
24	42
24	71
24	63
24	24
24	65
24	28
24	35
24	62
24	14
24	79
24	46
24	48
24	51
24	44
24	27
24	41
24	53
24	40
26	51
26	3
26	26
26	24
26	25
26	23
26	65
26	27
26	37
26	18
26	71
26	69
26	57
26	16
26	49
26	72
26	28
26	75
26	76
26	33
26	29
26	64
26	66
26	31
26	74
26	20
26	34
26	50
26	47
26	11
26	77
26	73
26	32
26	56
26	8
26	85
26	70
26	36
26	39
26	61
26	45
26	43
26	38
26	30
26	55
26	78
26	52
26	42
26	63
26	21
26	58
26	40
26	35
26	62
26	14
26	79
26	46
26	22
26	48
26	44
26	41
26	53
26	54
28	37
28	65
28	51
28	43
28	48
28	20
28	28
28	21
28	53
28	25
28	22
28	27
28	62
28	32
28	16
28	39
28	3
28	75
28	76
28	33
28	18
28	29
28	64
28	66
28	31
28	74
28	72
28	69
28	34
28	50
28	47
28	11
28	77
28	49
28	57
28	73
28	56
28	8
28	85
28	70
28	36
28	61
28	45
28	38
28	30
28	55
28	78
28	52
28	42
28	71
28	63
28	24
28	58
28	40
28	35
28	14
28	79
28	46
28	26
28	44
28	41
28	23
28	54
29	74
29	32
29	72
29	22
29	56
29	38
29	20
29	57
29	63
29	28
29	54
29	75
29	69
29	3
29	26
29	58
29	27
29	31
29	76
29	33
29	18
29	29
29	64
29	25
29	66
29	34
29	50
29	47
29	11
29	77
29	49
29	73
29	8
29	85
29	70
29	36
29	39
29	61
29	45
29	43
29	16
29	37
29	30
29	55
29	78
29	52
29	42
29	71
29	24
29	65
29	21
29	35
29	62
29	14
29	79
29	46
29	48
29	51
29	44
29	41
29	23
29	53
29	40
30	43
30	63
30	32
30	42
30	46
30	37
30	20
30	31
30	28
30	3
30	76
30	22
30	41
30	21
30	75
30	33
30	18
30	29
30	64
30	25
30	66
30	74
30	72
30	34
30	69
30	50
30	47
30	11
30	77
30	49
30	57
30	73
30	56
30	8
30	85
30	70
30	36
30	39
30	61
30	45
30	54
30	16
30	38
30	30
30	55
30	78
30	52
30	71
30	24
30	65
30	58
30	35
30	62
30	14
30	79
30	48
30	26
30	51
30	44
30	27
30	23
30	53
30	40
31	30
31	73
31	24
31	77
31	57
31	58
31	42
31	8
31	72
31	69
31	78
31	64
31	48
31	21
31	22
31	49
31	3
31	14
31	18
31	75
31	76
31	33
31	29
31	25
31	66
31	31
31	74
31	20
31	34
31	50
31	47
31	11
31	32
31	56
31	85
31	70
31	39
31	36
31	61
31	45
31	43
31	16
31	37
31	38
31	55
31	52
31	71
31	63
31	65
31	28
31	40
31	35
31	62
31	79
31	46
31	26
31	51
31	44
31	27
31	41
31	23
31	53
31	54
32	41
32	22
32	58
32	54
32	45
32	40
32	30
32	61
32	48
32	27
32	65
32	62
32	53
32	69
32	23
32	14
32	51
32	3
32	75
32	76
32	33
32	18
32	29
32	64
32	25
32	66
32	31
32	74
32	72
32	20
32	34
32	50
32	47
32	11
32	77
32	49
32	57
32	73
32	32
32	56
32	8
32	85
32	70
32	36
32	39
32	43
32	16
32	37
32	38
32	55
32	78
32	52
32	42
32	71
32	63
32	24
32	21
32	28
32	35
32	79
32	46
32	26
32	44
33	28
33	27
33	21
33	3
33	20
33	73
33	65
33	38
33	46
33	14
33	29
33	22
33	30
33	69
33	51
33	43
33	32
33	24
33	48
33	57
33	26
33	39
33	25
33	75
33	76
33	33
33	18
33	64
33	66
33	31
33	74
33	72
33	34
33	50
33	47
33	11
33	77
33	49
33	8
33	56
33	85
33	70
33	36
33	61
33	45
33	16
33	37
33	55
33	78
33	52
33	42
33	71
33	63
33	58
33	40
33	35
33	62
33	79
33	44
33	41
33	23
33	53
33	54
34	41
34	14
34	28
34	51
34	42
34	21
34	65
34	24
34	37
34	23
34	38
34	3
34	84
34	18
34	25
34	82
34	66
34	31
34	20
34	69
34	47
34	57
34	32
34	56
34	61
34	43
34	30
34	83
34	52
34	80
